TravelDate,DayOfWeek,TubeJourneyCount,BusJourneyCount,SourceFile,CalculatedDayOfWeek,Year,Month,MonthName,Quarter,DayOfMonth,WeekOfYear,IsWeekend,TotalJourneyCount
2022-10-02,Sunday,2261000,3034000,Journeys_2022.csv,Sunday,2022,10,October,4,2,39,1,5295000
2022-10-03,Monday,3050000,5080000,Journeys_2022.csv,Monday,2022,10,October,4,3,40,0,8130000
2022-10-04,Tuesday,3407000,5227000,Journeys_2022.csv,Tuesday,2022,10,October,4,4,40,0,8634000
2022-10-05,Wednesday,2894000,5265000,Journeys_2022.csv,Wednesday,2022,10,October,4,5,40,0,8159000
2022-10-06,Thursday,3660000,5367000,Journeys_2022.csv,Thursday,2022,10,October,4,6,40,0,9027000
2022-10-07,Friday,3542000,5415000,Journeys_2022.csv,Friday,2022,10,October,4,7,40,0,8957000
2022-10-08,Saturday,2829000,4692000,Journeys_2022.csv,Saturday,2022,10,October,4,8,40,1,7521000
2022-10-09,Sunday,2276000,3258000,Journeys_2022.csv,Sunday,2022,10,October,4,9,40,1,5534000
2022-10-10,Monday,3121000,5084000,Journeys_2022.csv,Monday,2022,10,October,4,10,41,0,8205000
2022-10-11,Tuesday,3515000,5304000,Journeys_2022.csv,Tuesday,2022,10,October,4,11,41,0,8819000
2022-10-12,Wednesday,3600000,5269000,Journeys_2022.csv,Wednesday,2022,10,October,4,12,41,0,8869000
2022-10-13,Thursday,3657000,5305000,Journeys_2022.csv,Thursday,2022,10,October,4,13,41,0,8962000
2022-10-14,Friday,3416000,5344000,Journeys_2022.csv,Friday,2022,10,October,4,14,41,0,8760000
2022-10-15,Saturday,3195000,4380000,Journeys_2022.csv,Saturday,2022,10,October,4,15,41,1,7575000
2022-10-16,Sunday,2076000,3137000,Journeys_2022.csv,Sunday,2022,10,October,4,16,41,1,5213000
2022-10-17,Monday,3027000,5014000,Journeys_2022.csv,Monday,2022,10,October,4,17,42,0,8041000
2022-10-18,Tuesday,3457000,5215000,Journeys_2022.csv,Tuesday,2022,10,October,4,18,42,0,8672000
2022-10-19,Wednesday,3524000,5173000,Journeys_2022.csv,Wednesday,2022,10,October,4,19,42,0,8697000
2022-10-20,Thursday,3649000,5096000,Journeys_2022.csv,Thursday,2022,10,October,4,20,42,0,8745000
2022-10-21,Friday,3300000,5143000,Journeys_2022.csv,Friday,2022,10,October,4,21,42,0,8443000
2022-10-22,Saturday,3066000,4264000,Journeys_2022.csv,Saturday,2022,10,October,4,22,42,1,7330000
2022-10-23,Sunday,1975000,2910000,Journeys_2022.csv,Sunday,2022,10,October,4,23,42,1,4885000
2022-10-24,Monday,3060000,4469000,Journeys_2022.csv,Monday,2022,10,October,4,24,43,0,7529000
2022-10-25,Tuesday,3451000,4600000,Journeys_2022.csv,Tuesday,2022,10,October,4,25,43,0,8051000
2022-10-26,Wednesday,3591000,4633000,Journeys_2022.csv,Wednesday,2022,10,October,4,26,43,0,8224000
2022-10-27,Thursday,3704000,4667000,Journeys_2022.csv,Thursday,2022,10,October,4,27,43,0,8371000
2022-10-28,Friday,3481000,4778000,Journeys_2022.csv,Friday,2022,10,October,4,28,43,0,8259000
2022-10-29,Saturday,3160000,4443000,Journeys_2022.csv,Saturday,2022,10,October,4,29,43,1,7603000
2022-10-30,Sunday,2148000,3153000,Journeys_2022.csv,Sunday,2022,10,October,4,30,43,1,5301000
2022-10-31,Monday,3077000,5000000,Journeys_2022.csv,Monday,2022,10,October,4,31,44,0,8077000
2022-11-01,Tuesday,3473000,5084000,Journeys_2022.csv,Tuesday,2022,11,November,4,1,44,0,8557000
2022-11-02,Wednesday,3635000,5238000,Journeys_2022.csv,Wednesday,2022,11,November,4,2,44,0,8873000
2022-11-03,Thursday,3537000,5100000,Journeys_2022.csv,Thursday,2022,11,November,4,3,44,0,8637000
2022-11-04,Friday,3412000,5350000,Journeys_2022.csv,Friday,2022,11,November,4,4,44,0,8762000
2022-11-05,Saturday,2660000,4419000,Journeys_2022.csv,Saturday,2022,11,November,4,5,44,1,7079000
2022-11-06,Sunday,1944000,2855000,Journeys_2022.csv,Sunday,2022,11,November,4,6,44,1,4799000
2022-11-07,Monday,2716000,5096000,Journeys_2022.csv,Monday,2022,11,November,4,7,45,0,7812000
2022-11-08,Tuesday,3432000,5250000,Journeys_2022.csv,Tuesday,2022,11,November,4,8,45,0,8682000
2022-11-09,Wednesday,3361000,5285000,Journeys_2022.csv,Wednesday,2022,11,November,4,9,45,0,8646000
2022-11-10,Thursday,461000,5900000,Journeys_2022.csv,Thursday,2022,11,November,4,10,45,0,6361000
2022-11-11,Friday,3172000,5620000,Journeys_2022.csv,Friday,2022,11,November,4,11,45,0,8792000
2022-11-12,Saturday,3359000,4427000,Journeys_2022.csv,Saturday,2022,11,November,4,12,45,1,7786000
2022-11-13,Sunday,2125000,3152000,Journeys_2022.csv,Sunday,2022,11,November,4,13,45,1,5277000
2022-11-14,Monday,3101000,5073000,Journeys_2022.csv,Monday,2022,11,November,4,14,46,0,8174000
2022-11-15,Tuesday,3516000,5132000,Journeys_2022.csv,Tuesday,2022,11,November,4,15,46,0,8648000
2022-11-16,Wednesday,3646000,5316000,Journeys_2022.csv,Wednesday,2022,11,November,4,16,46,0,8962000
2022-11-17,Thursday,3788000,5316000,Journeys_2022.csv,Thursday,2022,11,November,4,17,46,0,9104000
2022-11-18,Friday,3570000,5410000,Journeys_2022.csv,Friday,2022,11,November,4,18,46,0,8980000
2022-11-19,Saturday,3330000,4375000,Journeys_2022.csv,Saturday,2022,11,November,4,19,46,1,7705000
2022-11-20,Sunday,2146000,3141000,Journeys_2022.csv,Sunday,2022,11,November,4,20,46,1,5287000
2022-11-21,Monday,3047000,4880000,Journeys_2022.csv,Monday,2022,11,November,4,21,47,0,7927000
2022-11-22,Tuesday,3563000,5091000,Journeys_2022.csv,Tuesday,2022,11,November,4,22,47,0,8654000
2022-11-23,Wednesday,3614000,5177000,Journeys_2022.csv,Wednesday,2022,11,November,4,23,47,0,8791000
2022-11-24,Thursday,3760000,5239000,Journeys_2022.csv,Thursday,2022,11,November,4,24,47,0,8999000
2022-11-25,Friday,3639000,5243000,Journeys_2022.csv,Friday,2022,11,November,4,25,47,0,8882000
2022-11-26,Saturday,3111000,4301000,Journeys_2022.csv,Saturday,2022,11,November,4,26,47,1,7412000
2022-11-27,Sunday,2120000,3044000,Journeys_2022.csv,Sunday,2022,11,November,4,27,47,1,5164000
2022-11-28,Monday,3140000,5016000,Journeys_2022.csv,Monday,2022,11,November,4,28,48,0,8156000
2022-11-29,Tuesday,3509000,5180000,Journeys_2022.csv,Tuesday,2022,11,November,4,29,48,0,8689000
2022-11-30,Wednesday,3628000,5218000,Journeys_2022.csv,Wednesday,2022,11,November,4,30,48,0,8846000
2022-12-01,Thursday,3903000,5134000,Journeys_2022.csv,Thursday,2022,12,December,4,1,48,0,9037000
2022-12-02,Friday,3752000,5202000,Journeys_2022.csv,Friday,2022,12,December,4,2,48,0,8954000
2022-12-03,Saturday,3478000,4218000,Journeys_2022.csv,Saturday,2022,12,December,4,3,48,1,7696000
2022-12-04,Sunday,2291000,3108000,Journeys_2022.csv,Sunday,2022,12,December,4,4,48,1,5399000
2022-12-05,Monday,3231000,5010000,Journeys_2022.csv,Monday,2022,12,December,4,5,49,0,8241000
2022-12-06,Tuesday,3751000,5219000,Journeys_2022.csv,Tuesday,2022,12,December,4,6,49,0,8970000
2022-12-07,Wednesday,3885000,5249000,Journeys_2022.csv,Wednesday,2022,12,December,4,7,49,0,9134000
2022-12-08,Thursday,4032000,5264000,Journeys_2022.csv,Thursday,2022,12,December,4,8,49,0,9296000
2022-12-09,Friday,3802000,5083000,Journeys_2022.csv,Friday,2022,12,December,4,9,49,0,8885000
2022-12-10,Saturday,3378000,4103000,Journeys_2022.csv,Saturday,2022,12,December,4,10,49,1,7481000
2022-12-11,Sunday,2289000,2929000,Journeys_2022.csv,Sunday,2022,12,December,4,11,49,1,5218000
2022-12-12,Monday,2695000,4679000,Journeys_2022.csv,Monday,2022,12,December,4,12,50,0,7374000
2022-12-13,Tuesday,2680000,5115000,Journeys_2022.csv,Tuesday,2022,12,December,4,13,50,0,7795000
2022-12-14,Wednesday,2791000,5211000,Journeys_2022.csv,Wednesday,2022,12,December,4,14,50,0,8002000
2022-12-15,Thursday,3415000,5134000,Journeys_2022.csv,Thursday,2022,12,December,4,15,50,0,8549000
2022-12-16,Friday,2980000,5183000,Journeys_2022.csv,Friday,2022,12,December,4,16,50,0,8163000
2022-12-17,Saturday,2680000,4124000,Journeys_2022.csv,Saturday,2022,12,December,4,17,50,1,6804000
2022-12-18,Sunday,1892000,2832000,Journeys_2022.csv,Sunday,2022,12,December,4,18,50,1,4724000
2022-12-19,Monday,2966000,4282000,Journeys_2022.csv,Monday,2022,12,December,4,19,51,0,7248000
2022-12-20,Tuesday,3234000,4600000,Journeys_2022.csv,Tuesday,2022,12,December,4,20,51,0,7834000
2022-12-21,Wednesday,3081000,4462000,Journeys_2022.csv,Wednesday,2022,12,December,4,21,51,0,7543000
2022-12-22,Thursday,2847000,4345000,Journeys_2022.csv,Thursday,2022,12,December,4,22,51,0,7192000
2022-12-23,Friday,2471000,4251000,Journeys_2022.csv,Friday,2022,12,December,4,23,51,0,6722000
2022-12-24,Saturday,1417000,3337000,Journeys_2022.csv,Saturday,2022,12,December,4,24,51,1,4754000
2022-12-25,Sunday,0,1000,Journeys_2022.csv,Sunday,2022,12,December,4,25,51,1,1000
2022-12-26,Monday,1311000,2560000,Journeys_2022.csv,Monday,2022,12,December,4,26,52,0,3871000
2022-12-27,Tuesday,1917000,2958000,Journeys_2022.csv,Tuesday,2022,12,December,4,27,52,0,4875000
2022-12-28,Wednesday,2286000,3486000,Journeys_2022.csv,Wednesday,2022,12,December,4,28,52,0,5772000
2022-12-29,Thursday,2653000,3949000,Journeys_2022.csv,Thursday,2022,12,December,4,29,52,0,6602000
2022-12-30,Friday,2583000,3968000,Journeys_2022.csv,Friday,2022,12,December,4,30,52,0,6551000
2022-12-31,Saturday,2648000,3457000,Journeys_2022.csv,Saturday,2022,12,December,4,31,52,1,6105000
2023-01-01,Sunday,1494000,2149000,Journeys_2023.csv,Sunday,2023,1,January,1,1,52,1,3643000
2023-01-02,Monday,1918000,2959000,Journeys_2023.csv,Monday,2023,1,January,1,2,1,0,4877000
2023-01-03,Tuesday,2255000,4227000,Journeys_2023.csv,Tuesday,2023,1,January,1,3,1,0,6482000
2023-01-04,Wednesday,2387000,4713000,Journeys_2023.csv,Wednesday,2023,1,January,1,4,1,0,7100000
2023-01-05,Thursday,2519000,4830000,Journeys_2023.csv,Thursday,2023,1,January,1,5,1,0,7349000
2023-01-06,Friday,2517000,5148000,Journeys_2023.csv,Friday,2023,1,January,1,6,1,0,7665000
2023-01-07,Saturday,2170000,3902000,Journeys_2023.csv,Saturday,2023,1,January,1,7,1,1,6072000
2023-01-08,Sunday,1552000,2675000,Journeys_2023.csv,Sunday,2023,1,January,1,8,1,1,4227000
2023-01-09,Monday,2750000,4853000,Journeys_2023.csv,Monday,2023,1,January,1,9,2,0,7603000
2023-01-10,Tuesday,3173000,4783000,Journeys_2023.csv,Tuesday,2023,1,January,1,10,2,0,7956000
2023-01-11,Wednesday,3283000,5036000,Journeys_2023.csv,Wednesday,2023,1,January,1,11,2,0,8319000
2023-01-12,Thursday,3458000,4917000,Journeys_2023.csv,Thursday,2023,1,January,1,12,2,0,8375000
2023-01-13,Friday,3128000,5196000,Journeys_2023.csv,Friday,2023,1,January,1,13,2,0,8324000
2023-01-14,Saturday,2622000,3942000,Journeys_2023.csv,Saturday,2023,1,January,1,14,2,1,6564000
2023-01-15,Sunday,1924000,2967000,Journeys_2023.csv,Sunday,2023,1,January,1,15,2,1,4891000
2023-01-16,Monday,2902000,4807000,Journeys_2023.csv,Monday,2023,1,January,1,16,3,0,7709000
2023-01-17,Tuesday,3277000,5038000,Journeys_2023.csv,Tuesday,2023,1,January,1,17,3,0,8315000
2023-01-18,Wednesday,3383000,5055000,Journeys_2023.csv,Wednesday,2023,1,January,1,18,3,0,8438000
2023-01-19,Thursday,3533000,5000000,Journeys_2023.csv,Thursday,2023,1,January,1,19,3,0,8533000
2023-01-20,Friday,3215000,5141000,Journeys_2023.csv,Friday,2023,1,January,1,20,3,0,8356000
2023-01-21,Saturday,2963000,4072000,Journeys_2023.csv,Saturday,2023,1,January,1,21,3,1,7035000
2023-01-22,Sunday,1992000,2917000,Journeys_2023.csv,Sunday,2023,1,January,1,22,3,1,4909000
2023-01-23,Monday,2914000,4958000,Journeys_2023.csv,Monday,2023,1,January,1,23,4,0,7872000
2023-01-24,Tuesday,3390000,5051000,Journeys_2023.csv,Tuesday,2023,1,January,1,24,4,0,8441000
2023-01-25,Wednesday,3492000,4993000,Journeys_2023.csv,Wednesday,2023,1,January,1,25,4,0,8485000
2023-01-26,Thursday,3629000,5089000,Journeys_2023.csv,Thursday,2023,1,January,1,26,4,0,8718000
2023-01-27,Friday,3315000,5223000,Journeys_2023.csv,Friday,2023,1,January,1,27,4,0,8538000
2023-01-28,Saturday,2969000,4196000,Journeys_2023.csv,Saturday,2023,1,January,1,28,4,1,7165000
2023-01-29,Sunday,1872000,2959000,Journeys_2023.csv,Sunday,2023,1,January,1,29,4,1,4831000
2023-01-30,Monday,2961000,4967000,Journeys_2023.csv,Monday,2023,1,January,1,30,5,0,7928000
2023-01-31,Tuesday,3408000,5150000,Journeys_2023.csv,Tuesday,2023,1,January,1,31,5,0,8558000
2023-02-01,Wednesday,2772000,4714000,Journeys_2023.csv,Wednesday,2023,2,February,1,1,5,0,7486000
2023-02-02,Thursday,3415000,5133000,Journeys_2023.csv,Thursday,2023,2,February,1,2,5,0,8548000
2023-02-03,Friday,2957000,5328000,Journeys_2023.csv,Friday,2023,2,February,1,3,5,0,8285000
2023-02-04,Saturday,2979000,4274000,Journeys_2023.csv,Saturday,2023,2,February,1,4,5,1,7253000
2023-02-05,Sunday,2015000,3159000,Journeys_2023.csv,Sunday,2023,2,February,1,5,5,1,5174000
2023-02-06,Monday,2995000,4956000,Journeys_2023.csv,Monday,2023,2,February,1,6,6,0,7951000
2023-02-07,Tuesday,3430000,5110000,Journeys_2023.csv,Tuesday,2023,2,February,1,7,6,0,8540000
2023-02-08,Wednesday,3489000,5139000,Journeys_2023.csv,Wednesday,2023,2,February,1,8,6,0,8628000
2023-02-09,Thursday,3569000,5139000,Journeys_2023.csv,Thursday,2023,2,February,1,9,6,0,8708000
2023-02-10,Friday,3245000,5157000,Journeys_2023.csv,Friday,2023,2,February,1,10,6,0,8402000
2023-02-11,Saturday,3026000,4147000,Journeys_2023.csv,Saturday,2023,2,February,1,11,6,1,7173000
2023-02-12,Sunday,2036000,3054000,Journeys_2023.csv,Sunday,2023,2,February,1,12,6,1,5090000
2023-02-13,Monday,3033000,4448000,Journeys_2023.csv,Monday,2023,2,February,1,13,7,0,7481000
2023-02-14,Tuesday,3521000,4697000,Journeys_2023.csv,Tuesday,2023,2,February,1,14,7,0,8218000
2023-02-15,Wednesday,3534000,4574000,Journeys_2023.csv,Wednesday,2023,2,February,1,15,7,0,8108000
2023-02-16,Thursday,3539000,4503000,Journeys_2023.csv,Thursday,2023,2,February,1,16,7,0,8042000
2023-02-17,Friday,3252000,4635000,Journeys_2023.csv,Friday,2023,2,February,1,17,7,0,7887000
2023-02-18,Saturday,2829000,4168000,Journeys_2023.csv,Saturday,2023,2,February,1,18,7,1,6997000
2023-02-19,Sunday,1908000,3156000,Journeys_2023.csv,Sunday,2023,2,February,1,19,7,1,5064000
2023-02-20,Monday,3009000,4903000,Journeys_2023.csv,Monday,2023,2,February,1,20,8,0,7912000
2023-02-21,Tuesday,3479000,5170000,Journeys_2023.csv,Tuesday,2023,2,February,1,21,8,0,8649000
2023-02-22,Wednesday,3575000,5185000,Journeys_2023.csv,Wednesday,2023,2,February,1,22,8,0,8760000
2023-02-23,Thursday,3718000,5234000,Journeys_2023.csv,Thursday,2023,2,February,1,23,8,0,8952000
2023-02-24,Friday,3443000,5319000,Journeys_2023.csv,Friday,2023,2,February,1,24,8,0,8762000
2023-02-25,Saturday,3111000,4334000,Journeys_2023.csv,Saturday,2023,2,February,1,25,8,1,7445000
2023-02-26,Sunday,2116000,3125000,Journeys_2023.csv,Sunday,2023,2,February,1,26,8,1,5241000
2023-02-27,Monday,3023000,4979000,Journeys_2023.csv,Monday,2023,2,February,1,27,9,0,8002000
2023-02-28,Tuesday,3468000,5180000,Journeys_2023.csv,Tuesday,2023,2,February,1,28,9,0,8648000
2023-03-01,Wednesday,3543000,5211000,Journeys_2023.csv,Wednesday,2023,3,March,1,1,9,0,8754000
2023-03-02,Thursday,3587000,4995000,Journeys_2023.csv,Thursday,2023,3,March,1,2,9,0,8582000
2023-03-03,Friday,3327000,5288000,Journeys_2023.csv,Friday,2023,3,March,1,3,9,0,8615000
2023-03-04,Saturday,3093000,4235000,Journeys_2023.csv,Saturday,2023,3,March,1,4,9,1,7328000
2023-03-05,Sunday,1936000,3053000,Journeys_2023.csv,Sunday,2023,3,March,1,5,9,1,4989000
2023-03-06,Monday,3035000,5006000,Journeys_2023.csv,Monday,2023,3,March,1,6,10,0,8041000
2023-03-07,Tuesday,3483000,5135000,Journeys_2023.csv,Tuesday,2023,3,March,1,7,10,0,8618000
2023-03-08,Wednesday,3483000,5008000,Journeys_2023.csv,Wednesday,2023,3,March,1,8,10,0,8491000
2023-03-09,Thursday,3562000,5132000,Journeys_2023.csv,Thursday,2023,3,March,1,9,10,0,8694000
2023-03-10,Friday,3327000,5266000,Journeys_2023.csv,Friday,2023,3,March,1,10,10,0,8593000
2023-03-11,Saturday,3040000,4312000,Journeys_2023.csv,Saturday,2023,3,March,1,11,10,1,7352000
2023-03-12,Sunday,2072000,3097000,Journeys_2023.csv,Sunday,2023,3,March,1,12,10,1,5169000
2023-03-13,Monday,3097000,5014000,Journeys_2023.csv,Monday,2023,3,March,1,13,11,0,8111000
2023-03-14,Tuesday,3589000,5281000,Journeys_2023.csv,Tuesday,2023,3,March,1,14,11,0,8870000
2023-03-15,Wednesday,411000,5514000,Journeys_2023.csv,Wednesday,2023,3,March,1,15,11,0,5925000
2023-03-16,Thursday,2555000,5181000,Journeys_2023.csv,Thursday,2023,3,March,1,16,11,0,7736000
2023-03-17,Friday,3343000,5378000,Journeys_2023.csv,Friday,2023,3,March,1,17,11,0,8721000
2023-03-18,Saturday,2769000,4508000,Journeys_2023.csv,Saturday,2023,3,March,1,18,11,1,7277000
2023-03-19,Sunday,2098000,3185000,Journeys_2023.csv,Sunday,2023,3,March,1,19,11,1,5283000
2023-03-20,Monday,3064000,5039000,Journeys_2023.csv,Monday,2023,3,March,1,20,12,0,8103000
2023-03-21,Tuesday,3513000,5258000,Journeys_2023.csv,Tuesday,2023,3,March,1,21,12,0,8771000
2023-03-22,Wednesday,3550000,5278000,Journeys_2023.csv,Wednesday,2023,3,March,1,22,12,0,8828000
2023-03-23,Thursday,3673000,5261000,Journeys_2023.csv,Thursday,2023,3,March,1,23,12,0,8934000
2023-03-24,Friday,3342000,5270000,Journeys_2023.csv,Friday,2023,3,March,1,24,12,0,8612000
2023-03-25,Saturday,2962000,4407000,Journeys_2023.csv,Saturday,2023,3,March,1,25,12,1,7369000
2023-03-26,Sunday,1925000,2945000,Journeys_2023.csv,Sunday,2023,3,March,1,26,12,1,4870000
2023-03-27,Monday,3003000,5013000,Journeys_2023.csv,Monday,2023,3,March,1,27,13,0,8016000
2023-03-28,Tuesday,3443000,5062000,Journeys_2023.csv,Tuesday,2023,3,March,1,28,13,0,8505000
2023-03-29,Wednesday,3467000,5155000,Journeys_2023.csv,Wednesday,2023,3,March,1,29,13,0,8622000
2023-03-30,Thursday,3337000,5195000,Journeys_2023.csv,Thursday,2023,3,March,1,30,13,0,8532000
2023-03-31,Friday,3202000,5204000,Journeys_2023.csv,Friday,2023,3,March,1,31,13,0,8406000
2023-04-01,Saturday,2907000,4145000,Journeys_2023.csv,Saturday,2023,4,April,2,1,13,1,7052000
2023-04-02,Sunday,2276000,3136000,Journeys_2023.csv,Sunday,2023,4,April,2,2,13,1,5412000
2023-04-03,Monday,3007000,4503000,Journeys_2023.csv,Monday,2023,4,April,2,3,14,0,7510000
2023-04-04,Tuesday,3483000,4724000,Journeys_2023.csv,Tuesday,2023,4,April,2,4,14,0,8207000
2023-04-05,Wednesday,3471000,4656000,Journeys_2023.csv,Wednesday,2023,4,April,2,5,14,0,8127000
2023-04-06,Thursday,3468000,4694000,Journeys_2023.csv,Thursday,2023,4,April,2,6,14,0,8162000
2023-04-07,Friday,2497000,3981000,Journeys_2023.csv,Friday,2023,4,April,2,7,14,0,6478000
2023-04-08,Saturday,2651000,4064000,Journeys_2023.csv,Saturday,2023,4,April,2,8,14,1,6715000
2023-04-09,Sunday,1790000,2900000,Journeys_2023.csv,Sunday,2023,4,April,2,9,14,1,4690000
2023-04-10,Monday,1770000,2929000,Journeys_2023.csv,Monday,2023,4,April,2,10,15,0,4699000
2023-04-11,Tuesday,3098000,4503000,Journeys_2023.csv,Tuesday,2023,4,April,2,11,15,0,7601000
2023-04-12,Wednesday,3293000,4456000,Journeys_2023.csv,Wednesday,2023,4,April,2,12,15,0,7749000
2023-04-13,Thursday,3457000,4670000,Journeys_2023.csv,Thursday,2023,4,April,2,13,15,0,8127000
2023-04-14,Friday,3145000,4581000,Journeys_2023.csv,Friday,2023,4,April,2,14,15,0,7726000
2023-04-15,Saturday,2871000,4229000,Journeys_2023.csv,Saturday,2023,4,April,2,15,15,1,7100000
2023-04-16,Sunday,1877000,3100000,Journeys_2023.csv,Sunday,2023,4,April,2,16,15,1,4977000
2023-04-17,Monday,2919000,4923000,Journeys_2023.csv,Monday,2023,4,April,2,17,16,0,7842000
2023-04-18,Tuesday,3423000,5174000,Journeys_2023.csv,Tuesday,2023,4,April,2,18,16,0,8597000
2023-04-19,Wednesday,3530000,5280000,Journeys_2023.csv,Wednesday,2023,4,April,2,19,16,0,8810000
2023-04-20,Thursday,3803000,5403000,Journeys_2023.csv,Thursday,2023,4,April,2,20,16,0,9206000
2023-04-21,Friday,3389000,5144000,Journeys_2023.csv,Friday,2023,4,April,2,21,16,0,8533000
2023-04-22,Saturday,3255000,4316000,Journeys_2023.csv,Saturday,2023,4,April,2,22,16,1,7571000
2023-04-23,Sunday,2478000,2975000,Journeys_2023.csv,Sunday,2023,4,April,2,23,16,1,5453000
2023-04-24,Monday,3145000,5086000,Journeys_2023.csv,Monday,2023,4,April,2,24,17,0,8231000
2023-04-25,Tuesday,3605000,5371000,Journeys_2023.csv,Tuesday,2023,4,April,2,25,17,0,8976000
2023-04-26,Wednesday,3704000,5320000,Journeys_2023.csv,Wednesday,2023,4,April,2,26,17,0,9024000
2023-04-27,Thursday,3770000,5124000,Journeys_2023.csv,Thursday,2023,4,April,2,27,17,0,8894000
2023-04-28,Friday,3400000,5466000,Journeys_2023.csv,Friday,2023,4,April,2,28,17,0,8866000
2023-04-29,Saturday,3140000,4668000,Journeys_2023.csv,Saturday,2023,4,April,2,29,17,1,7808000
2023-04-30,Sunday,2260000,3529000,Journeys_2023.csv,Sunday,2023,4,April,2,30,17,1,5789000
2023-05-01,Monday,2114000,3343000,Journeys_2023.csv,Monday,2023,5,May,2,1,18,0,5457000
2023-05-02,Tuesday,3373000,5014000,Journeys_2023.csv,Tuesday,2023,5,May,2,2,18,0,8387000
2023-05-03,Wednesday,3474000,5430000,Journeys_2023.csv,Wednesday,2023,5,May,2,3,18,0,8904000
2023-05-04,Thursday,3598000,5403000,Journeys_2023.csv,Thursday,2023,5,May,2,4,18,0,9001000
2023-05-05,Friday,3310000,5447000,Journeys_2023.csv,Friday,2023,5,May,2,5,18,0,8757000
2023-05-06,Saturday,2585000,3652000,Journeys_2023.csv,Saturday,2023,5,May,2,6,18,1,6237000
2023-05-07,Sunday,2204000,3443000,Journeys_2023.csv,Sunday,2023,5,May,2,7,18,1,5647000
2023-05-08,Monday,1865000,3113000,Journeys_2023.csv,Monday,2023,5,May,2,8,19,0,4978000
2023-05-09,Tuesday,3276000,5284000,Journeys_2023.csv,Tuesday,2023,5,May,2,9,19,0,8560000
2023-05-10,Wednesday,3482000,5361000,Journeys_2023.csv,Wednesday,2023,5,May,2,10,19,0,8843000
2023-05-11,Thursday,3679000,5345000,Journeys_2023.csv,Thursday,2023,5,May,2,11,19,0,9024000
2023-05-12,Friday,2980000,5518000,Journeys_2023.csv,Friday,2023,5,May,2,12,19,0,8498000
2023-05-13,Saturday,2779000,4506000,Journeys_2023.csv,Saturday,2023,5,May,2,13,19,1,7285000
2023-05-14,Sunday,2075000,3316000,Journeys_2023.csv,Sunday,2023,5,May,2,14,19,1,5391000
2023-05-15,Monday,3056000,5104000,Journeys_2023.csv,Monday,2023,5,May,2,15,20,0,8160000
2023-05-16,Tuesday,3542000,5334000,Journeys_2023.csv,Tuesday,2023,5,May,2,16,20,0,8876000
2023-05-17,Wednesday,3581000,5311000,Journeys_2023.csv,Wednesday,2023,5,May,2,17,20,0,8892000
2023-05-18,Thursday,3780000,5367000,Journeys_2023.csv,Thursday,2023,5,May,2,18,20,0,9147000
2023-05-19,Friday,3474000,5432000,Journeys_2023.csv,Friday,2023,5,May,2,19,20,0,8906000
2023-05-20,Saturday,3145000,4436000,Journeys_2023.csv,Saturday,2023,5,May,2,20,20,1,7581000
2023-05-21,Sunday,2116000,3194000,Journeys_2023.csv,Sunday,2023,5,May,2,21,20,1,5310000
2023-05-22,Monday,3050000,5077000,Journeys_2023.csv,Monday,2023,5,May,2,22,21,0,8127000
2023-05-23,Tuesday,3524000,5257000,Journeys_2023.csv,Tuesday,2023,5,May,2,23,21,0,8781000
2023-05-24,Wednesday,3584000,5296000,Journeys_2023.csv,Wednesday,2023,5,May,2,24,21,0,8880000
2023-05-25,Thursday,3724000,5314000,Journeys_2023.csv,Thursday,2023,5,May,2,25,21,0,9038000
2023-05-26,Friday,3383000,5372000,Journeys_2023.csv,Friday,2023,5,May,2,26,21,0,8755000
2023-05-27,Saturday,3061000,4390000,Journeys_2023.csv,Saturday,2023,5,May,2,27,21,1,7451000
2023-05-28,Sunday,2599000,3406000,Journeys_2023.csv,Sunday,2023,5,May,2,28,21,1,6005000
2023-05-29,Monday,2264000,3375000,Journeys_2023.csv,Monday,2023,5,May,2,29,22,0,5639000
2023-05-30,Tuesday,3404000,4661000,Journeys_2023.csv,Tuesday,2023,5,May,2,30,22,0,8065000
2023-05-31,Wednesday,3004000,4830000,Journeys_2023.csv,Wednesday,2023,5,May,2,31,22,0,7834000
2023-06-01,Thursday,3622000,4784000,Journeys_2023.csv,Thursday,2023,6,June,2,1,22,0,8406000
2023-06-02,Friday,3101000,4997000,Journeys_2023.csv,Friday,2023,6,June,2,2,22,0,8098000
2023-06-03,Saturday,2677000,4499000,Journeys_2023.csv,Saturday,2023,6,June,2,3,22,1,7176000
2023-06-04,Sunday,1997000,3353000,Journeys_2023.csv,Sunday,2023,6,June,2,4,22,1,5350000
2023-06-05,Monday,2970000,5030000,Journeys_2023.csv,Monday,2023,6,June,2,5,23,0,8000000
2023-06-06,Tuesday,3467000,5260000,Journeys_2023.csv,Tuesday,2023,6,June,2,6,23,0,8727000
2023-06-07,Wednesday,3616000,5361000,Journeys_2023.csv,Wednesday,2023,6,June,2,7,23,0,8977000
2023-06-08,Thursday,3704000,5340000,Journeys_2023.csv,Thursday,2023,6,June,2,8,23,0,9044000
2023-06-09,Friday,3323000,5451000,Journeys_2023.csv,Friday,2023,6,June,2,9,23,0,8774000
2023-06-10,Saturday,2871000,4488000,Journeys_2023.csv,Saturday,2023,6,June,2,10,23,1,7359000
